id,http_code,elapsed_time
334,200,.053493882
386,400,.019250559
399,400,.013598769
394,400,.015500354
403,400,.005753346
402,400,.007748581
404,400,.006755264
405,400,.007809758
411,400,.005397691
412,400,.008543773
407,400,.011732417
419,400,.007113855
410,400,.010352294
415,400,.010839843
423,400,.007349262
413,400,.013656120
329,200,.074816539
418,400,.011480465
426,400,.006985920
342,200,.066436815
421,400,.010047807
420,400,.011063275
336,200,.069249099
374,200,.045402826
427,400,.007525854
368,200,.050767500
352,200,.061098959
328,200,.081343153
428,400,.007908569
429,400,.007005687
398,200,.035039946
369,200,.053445646
384,200,.043503356
360,200,.060934589
400,200,.038064024
382,200,.047182373
358,200,.063001808
377,200,.047479620
376,200,.051780645
344,200,.075302607
366,200,.060019116
431,400,.009386674
390,200,.044115179
392,200,.043895313
436,400,.007739827
361,200,.065502891
437,400,.008723197
350,200,.076284620
401,200,.037641262
393,200,.046494905
445,400,.006975954
353,200,.074323610
409,200,.033739322
337,200,.086594647
444,400,.008364885
321,200,.100934369
434,400,.015897486
326,200,.098373583
447,400,.009139705
452,400,.006288510
385,200,.056932400
451,400,.007282774
439,400,.017334854
435,400,.017532380
450,400,.009242231
443,400,.014736243
442,400,.014839996
453,400,.008061367
414,200,.039167040
455,400,.006984600
416,200,.040029769
408,200,.046219723
406,200,.047336154
460,400,.006748013
424,200,.038309532
461,400,.006861730
417,200,.043582121
425,200,.042438794
422,200,.044630781
469,400,.007795972
467,400,.008517197
471,400,.008250166
433,200,.037071405
458,400,.014068883
459,400,.015711744
474,400,.006183375
475,400,.006120429
466,400,.011907899
432,200,.038572376
463,400,.016865009
468,400,.014675434
456,200,.024587992
438,200,.039271263
482,400,.008593852
440,200,.036577624
479,400,.010807295
448,200,.029927856
483,400,.009543825
484,400,.010051211
476,400,.015097256
446,200,.036831829
487,400,.010616516
493,400,.007207334
477,400,.017493142
492,400,.007681701
430,200,.053718636
491,400,.009794395
495,400,.009236278
441,200,.045052415
490,400,.011137404
500,400,.007325105
499,400,.005114476
485,400,.010332306
506,400,.005853532
503,400,.006507299
501,400,.009503378
454,200,.040281638
498,400,.011523118
509,400,.007087831
514,400,.006054427
515,400,.005742295
507,400,.011588124
511,400,.013314979
508,400,.014699512
465,200,.041873365
470,200,.039886594
525,400,.007492101
462,200,.045160256
464,200,.042097557
449,200,.051505697
516,400,.006604692
522,400,.009449280
523,400,.009726068
457,200,.052555378
524,400,.007676669
472,200,.041737763
517,400,.014922501
473,200,.042710795
489,200,.033657477
532,400,.008527949
480,200,.040361777
527,400,.010897628
533,400,.009541686
530,400,.010575246
519,400,.019591637
541,400,.008576749
535,400,.014468234
551,400,.008045245
539,400,.015818182
478,200,.054111915
546,400,.010669237
543,400,.013758854
488,200,.048586644
556,400,.006753782
504,200,.039858224
531,400,.023592741
547,400,.011903466
538,400,.017343530
548,400,.014433788
555,400,.009293824
549,400,.013584621
486,200,.052611865
496,200,.047923143
481,200,.057572158
540,400,.020256977
554,400,.012194671
502,200,.044390666
559,400,.010390963
557,400,.012492466
562,400,.009238259
564,400,.006913766
494,200,.052879164
563,400,.009886870
510,200,.041942032
565,400,.009413617
570,400,.009241578
573,400,.007979432
512,200,.048633046
571,400,.008516352
567,400,.011783003
513,200,.048213252
521,200,.044893104
572,400,.009525883
520,200,.046126667
526,200,.046352681
579,400,.011441726
581,400,.010984195
578,400,.012229260
586,400,.007969190
588,400,.006728635
518,200,.050358210
589,400,.008512078
575,400,.014094663
587,400,.007541354
583,400,.010876099
580,400,.016205588
497,200,.070255603
591,400,.013842972
595,400,.006799715
594,400,.007487682
553,200,.037125042
528,200,.054366668
537,200,.049661485
597,400,.008834888
529,200,.054985866
505,200,.065251509
544,200,.046725773
552,200,.040943425
545,200,.048542672
534,200,.053654361
604,400,.008081791
605,400,.008122929
599,400,.013991534
550,200,.046083508
596,400,.014794806
561,200,.040790783
542,200,.052900584
607,400,.009139796
560,200,.041643883
611,400,.006922487
602,400,.013757842
536,200,.057078651
612,400,.008268451
615,400,.007288798
603,400,.015313877
610,400,.012898138
619,400,.006885655
620,400,.006675432
613,400,.013105704
621,400,.008484217
576,200,.039737929
626,400,.008774863
623,400,.009747331
558,200,.055086725
629,400,.008836193
627,400,.008970904
618,400,.012525748
631,400,.008873465
577,200,.041742623
628,400,.010531875
635,400,.006922724
574,200,.048659188
585,200,.042599003
639,400,.010736903
584,200,.044123460
636,400,.010916598
634,400,.013257110
643,400,.008332712
637,400,.013876911
598,200,.036792709
590,200,.043846915
651,400,.007195177
568,200,.057106097
642,400,.013141029
644,400,.014051990
659,400,.007815075
652,400,.006550540
608,200,.038003118
645,400,.011454790
600,200,.041544280
658,400,.010056100
569,200,.063244782
653,400,.012507069
566,200,.064707609
582,200,.054669628
650,400,.012210692
655,400,.013120858
647,400,.016001825
660,400,.006266545
669,400,.008311011
668,400,.007862221
667,400,.009783488
593,200,.052935467
661,400,.011044218
674,400,.004863814
617,200,.039707213
601,200,.051613517
663,400,.012869833
671,400,.009155598
679,400,.007584371
624,200,.041362083
677,400,.010611618
676,400,.010556319
666,400,.016964530
606,200,.054461206
609,200,.052676552
684,400,.008870522
641,200,.035866352
632,200,.042998470
682,400,.011317810
622,200,.046754057
683,400,.010090993
616,200,.052955911
675,400,.016717081
630,200,.046556453
692,400,.005956050
592,200,.070748877
685,400,.011696682
687,400,.013991697
633,200,.047496945
690,400,.010227711
640,200,.044814837
698,400,.009391012
614,200,.058859829
695,400,.012025659
693,400,.012707227
691,400,.012162556
656,200,.038193811
638,200,.047719876
703,400,.007350444
625,200,.053904632
648,200,.042875781
699,400,.010286155
711,400,.006531175
657,200,.041085234
664,200,.036112388
701,400,.007880364
709,400,.009355689
707,400,.011176471
706,400,.011354569
708,400,.011225083
649,200,.048059031
714,400,.008835038
673,200,.034984253
654,200,.047773764
700,400,.018026563
646,200,.052205286
716,400,.009932385
672,200,.038358911
715,400,.012217101
723,400,.009349723
725,400,.008173397
665,200,.044861369
717,400,.016071642
731,400,.009444012
738,400,.007242700
727,400,.010856032
733,400,.010213953
735,400,.008608591
732,400,.010799854
722,400,.015857654
739,400,.009049351
730,400,.012347652
740,400,.007571130
743,400,.007468513
746,400,.005753735
680,200,.043393242
741,400,.009635548
747,400,.006194012
678,200,.043413368
719,400,.022285411
724,400,.020950755
670,200,.052345271
689,200,.043863964
697,200,.039913739
662,200,.061420572
748,400,.014232195
749,400,.012931490
751,400,.013437235
686,200,.051191717
681,200,.054890899
720,200,.032619315
696,200,.048039739
757,400,.016980717
767,400,.012830444
765,400,.013773270
773,400,.008218679
770,400,.012011128
754,400,.018761676
762,400,.015357271
756,400,.017336673
713,200,.042313471
763,400,.015215254
772,400,.009275353
705,200,.049020196
712,200,.046398669
759,400,.021179210
721,200,.041435444
771,400,.016226080
688,200,.062832949
775,400,.009806147
764,400,.020236027
755,400,.023066713
779,400,.011109427
780,400,.009265735
744,200,.033534363
778,400,.011901616
702,200,.056951276
787,400,.006113545
786,400,.005799786
783,400,.007290802
710,200,.056213716
794,400,.008225585
781,400,.016698579
694,200,.071845354
729,200,.053008903
736,200,.049013443
788,400,.011143557
789,400,.013137973
791,400,.013079343
742,200,.049375664
726,200,.058413024
795,400,.011186093
802,400,.007934559
745,200,.048996745
805,400,.008726437
753,200,.043616748
796,400,.012423858
807,400,.005140908
799,400,.012702493
804,400,.010664119
704,200,.074083090
803,400,.012720091
797,400,.015066008
718,200,.066589054
737,200,.058345139
750,200,.052386532
810,400,.011565411
812,400,.008204796
766,200,.046270796
752,200,.052034560
734,200,.065207932
813,400,.007366802
815,400,.005845336
777,200,.037240551
811,400,.009437553
768,200,.045021687
818,400,.004859813
819,400,.005288688
728,200,.070039773
820,400,.007034447
774,200,.045997173
821,400,.009440762
784,200,.035305995
823,400,.010077563
769,200,.054743155
758,200,.060246597
776,200,.047498619
831,400,.006870892
826,400,.011165789
837,400,.006097252
828,400,.009326621
829,400,.010912135
761,200,.060889051
836,400,.008392312
790,200,.037516225
827,400,.013136027
835,400,.008423898
834,400,.009957778
792,200,.042439247
842,400,.006033045
850,400,.004926930
760,200,.068791866
839,400,.011329978
793,200,.044809051
845,400,.007611600
844,400,.008525605
843,400,.008674017
801,200,.043037386
798,200,.045681386
852,400,.007691068
851,400,.008496522
853,400,.008004371
855,400,.007661879
859,400,.006054575
847,400,.012032233
860,400,.006824535
809,200,.042822574
861,400,.006866418
858,400,.008537203
785,200,.057561943
867,400,.006659502
806,200,.048286600
814,200,.038046163
869,400,.006961204
782,200,.061308782
868,400,.007640102
866,400,.008506284
808,200,.048972982
863,400,.009871207
800,200,.056026606
877,400,.005268858
876,400,.005828661
874,400,.006986579
875,400,.008862860
871,400,.009462634
817,200,.044594094
822,200,.043300668
816,200,.045212940
841,200,.029520970
879,400,.011843732
833,200,.039463945
830,200,.042382005
883,400,.012685497
884,400,.013081734
838,200,.043512433
854,200,.031374796
892,400,.009977089
890,400,.011853128
885,400,.015412893
825,200,.051859404
899,400,.007980094
906,400,.006528226
882,400,.018281612
846,200,.039879625
848,200,.040381746
840,200,.044289100
908,400,.006252853
907,400,.007175778
901,400,.011333534
909,400,.006380243
893,400,.016868975
900,400,.016124531
891,400,.019741560
887,400,.022600085
849,200,.047096387
832,200,.057050357
824,200,.061302721
922,400,.005764328
898,400,.020536737
911,400,.012384674
915,400,.009107139
916,400,.009837979
917,400,.009575795
857,200,.046609433
919,400,.009242386
862,200,.041351430
924,400,.008986350
870,200,.041554833
927,400,.008090264
872,200,.041683683
925,400,.010281787
856,200,.050078797
864,200,.046565188
865,200,.046869924
923,400,.013082416
930,400,.007700194
931,400,.006906888
914,400,.017340417
903,400,.026244809
878,200,.040760076
880,200,.039755494
895,400,.031834779
904,200,.028813676
932,400,.009806820
905,200,.028919484
888,200,.038596322
933,400,.012364131
910,200,.028944718
938,400,.010108169
935,400,.013739881
941,400,.008762130
886,200,.046715683
889,200,.045207720
951,400,.009605578
943,400,.011296826
949,400,.010985983
940,400,.015274572
946,400,.012387582
894,200,.045016255
957,400,.006393262
959,400,.005862357
955,400,.007610178
939,400,.017750889
956,400,.008576928
897,200,.046750803
964,400,.008073488
948,400,.017681883
963,400,.009728995
965,400,.007534910
896,200,.051195131
970,400,.006124710
962,400,.009368953
967,400,.008624379
947,400,.019945210
954,400,.016689066
973,400,.005777507
873,200,.066357879
971,400,.007855602
975,400,.006965418
981,400,.005163822
918,200,.043493295
921,200,.043498587
980,400,.006805685
929,200,.040360210
913,200,.049488671
972,400,.012531221
881,200,.069693074
912,200,.052115863
978,400,.011012061
987,400,.010669580
979,400,.013890031
989,400,.009589249
936,200,.042749923
994,400,.007725367
902,200,.066990528
983,400,.014349232
999,400,.007965692
928,200,.052514100
1002,400,.006680970
996,400,.008309830
1004,400,.005645443
995,400,.011651652
1003,400,.008304827
961,200,.032320291
942,200,.044522228
997,400,.013003029
986,400,.018720369
991,400,.014302748
926,200,.058980385
988,400,.019588337
1005,400,.010785451
1007,400,.009893642
953,200,.044489059
1012,400,.009454401
920,200,.065216980
1013,400,.008863976
1010,400,.011562388
958,200,.043414000
1011,400,.011258756
969,200,.038307538
1026,400,.005170419
944,200,.055610100
976,200,.037382030
1021,400,.010941145
1015,400,.012817727
1027,400,.006616409
1029,400,.006357083
1031,400,.006728366
945,200,.060413772
1019,400,.014601015
1028,400,.007841298
934,200,.067130200
1034,400,.006410537
1035,400,.007062420
1039,400,.006800008
1023,400,.017053538
1036,400,.010130268
952,200,.062627469
1018,400,.019869160
1037,400,.012115482
966,200,.055000622
937,200,.073439978
1042,400,.006650035
1020,400,.022051833
1045,400,.007729170
1044,400,.008078740
1053,400,.005878128
1055,400,.005039816
993,200,.046235279
984,200,.051528372
977,200,.056057760
950,200,.074067452
960,200,.066352191
1051,400,.010041203
1047,400,.012557589
998,200,.046609405
1050,400,.014158004
1059,400,.006398661
1006,200,.044592990
1052,400,.012539857
982,200,.056822490
990,200,.053889107
1001,200,.048397161
1060,400,.007728068
1063,400,.007391423
1058,400,.007668420
974,200,.064261663
1061,400,.008184373
985,200,.057707268
1043,400,.018093501
1066,400,.010549396
1008,200,.051152238
992,200,.059381747
1071,400,.007694613
1067,400,.010529987
1069,400,.009956930
968,200,.073280171
1077,400,.006368398
1068,400,.008063965
1079,400,.005618960
1025,200,.040112833
1074,400,.008973774
1075,400,.008474384
1076,400,.008255881
1033,200,.042408042
1087,400,.006022707
1084,400,.007672040
1082,400,.008554964
1085,400,.007850658
1083,400,.011136167
1090,400,.008316753
1092,400,.007926538
1030,200,.048847546
1093,400,.007611800
1022,200,.057921763
1095,400,.008897634
1101,400,.005543673
1098,400,.006920837
1099,400,.007503388
1091,400,.011880619
1100,400,.006592010
1103,400,.006208047
1000,200,.076013285
1106,400,.007621126
1108,400,.008054085
1017,200,.067679297
1107,400,.008311986
1109,400,.007071500
1014,200,.071803206
1111,400,.008191480
1119,400,.005745762
1116,400,.005743829
1117,400,.007581818
1038,200,.059544709
1114,400,.010728047
1032,200,.066839339
1115,400,.011612515
1040,200,.061918404
1016,200,.077637493
1009,200,.082750958
1125,400,.005925020
1024,200,.074506940
1123,400,.006634104
1122,400,.010192419
1049,200,.059571390
1127,400,.007476707
1054,200,.058932685
1124,400,.012003036
1130,400,.009422053
1131,400,.010327311
1041,200,.071222815
1056,200,.060929470
1046,200,.067163673
1065,200,.056057442
1062,200,.058966187
1138,400,.006973924
1048,200,.068327387
1078,200,.048143908
1073,200,.051980093
1057,200,.061563487
1135,400,.008918671
1141,400,.006834381
1132,400,.011829188
1064,200,.059919577
1072,200,.054051509
1080,200,.046455988
1139,400,.009281159
1081,200,.048331200
1070,200,.054666037
1133,400,.014244804
1086,200,.046850902
1140,400,.009569216
1094,200,.042307354
1143,400,.009159838
1088,200,.046754799
1089,200,.048047169
1104,200,.039560579
1097,200,.043854187
1146,400,.008450922
1147,400,.007707709
1148,400,.008374246
1096,200,.047167205
1151,400,.006544131
1118,200,.034397506
1149,400,.007871435
1105,200,.042296942
1113,200,.038894223
1110,200,.042977473
1162,400,.007269378
1157,400,.010200732
1121,200,.042715362
1112,200,.045614947
1159,400,.010755032
1154,400,.014631754
1156,400,.014457239
1164,400,.011247507
1155,400,.014780525
1167,400,.010727380
1120,200,.046726372
1165,400,.011105634
1171,400,.012157490
1172,400,.012435780
1180,400,.008971677
1102,200,.061768929
1163,400,.017680090
1181,400,.008474562
1173,400,.013298380
1179,400,.010398923
1186,400,.008394433
1129,200,.043972646
1126,200,.046660849
1178,400,.012554104
1183,400,.010640383
1187,400,.007772281
1134,200,.043238812
1137,200,.041109870
1196,400,.005795599
1175,400,.016054463
1189,400,.009506578
1170,400,.020939047
1142,200,.040414835
1144,200,.033656317
1202,400,.008356268
1136,200,.049769466
1197,400,.011236290
1128,200,.057742352
1195,400,.016397008
1204,400,.009047783
1191,400,.018394278
1203,400,.008429273
1205,400,.009845241
1188,400,.019504644
1207,400,.013013085
1194,400,.020559156
1220,400,.007639067
1158,200,.043848444
1160,200,.043142843
1219,400,.010464502
1211,400,.013822534
1221,400,.009729701
1210,400,.015804487
1212,400,.015428058
1150,200,.050868152
1215,400,.016325689
1229,400,.007971126
1199,400,.025969590
1223,400,.010167945
1152,200,.052568612
1218,400,.015196016
1168,200,.045583759
1145,200,.059938466
1228,400,.010584360
1213,400,.022162107
1153,200,.057140719
1226,400,.013807180
1227,400,.016842354
1231,400,.016133321
1234,400,.010412530
1236,400,.010799470
1161,200,.059056985
1184,200,.047708655
1166,200,.057517930
1235,400,.014470757
1242,400,.012527109
1244,400,.010907386
1239,400,.015072699
1169,200,.059753126
1237,400,.015998158
1245,400,.009465880
1243,400,.013475186
1253,400,.008255637
1250,400,.011366290
1176,200,.058847590
1182,200,.056429794
1193,200,.050606466
1185,200,.055384948
1177,200,.060099700
1247,400,.015229084
1258,400,.008480428
1255,400,.010521565
1259,400,.008377783
1251,400,.014929306
1192,200,.055495734
1208,200,.045693326
1201,200,.050217542
1200,200,.051046754
1174,200,.067301551
1206,200,.049595488
1263,400,.011029221
1261,400,.013281731
1266,400,.008581270
1271,400,.009313459
1252,400,.024060004
1268,400,.009603633
1190,200,.066383633
1276,400,.008963716
1269,400,.012883067
1274,400,.011840828
1267,400,.017631863
1260,400,.022458282
1284,400,.010036255
1224,200,.050973244
1217,200,.057936828
1216,200,.058870530
1275,400,.016707805
1198,200,.071687794
1225,200,.053029292
1279,400,.015463790
1283,400,.012842697
1282,400,.013203360
1233,200,.050028462
1285,400,.012450797
1277,400,.019114928
1287,400,.013803906
1291,400,.009984466
1295,400,.007378411
1298,400,.005528022
1292,400,.011280207
1209,200,.070646948
1290,400,.016393092
1293,400,.014007050
1214,200,.069718761
1299,400,.009753594
1246,200,.048963168
1307,400,.007191735
1314,400,.005481324
1300,400,.014087453
1303,400,.012557182
1301,400,.014393901
1238,200,.058677159
1311,400,.009851549
1254,200,.050195829
1316,400,.007512261
1308,400,.012208259
1315,400,.008105400
1240,200,.064045380
1319,400,.008322432
1317,400,.011629335
1222,200,.079275973
1256,200,.054853631
1265,200,.048535797
1232,200,.073893335
1322,400,.011969340
1309,400,.018559561
1248,200,.063708896
1306,400,.022315310
1262,200,.054410839
1280,200,.044228069
1241,200,.071064289
1323,400,.015219370
1249,200,.068500425
1297,200,.033235804
1278,200,.047508286
1333,400,.011060077
1230,200,.084860002
1339,400,.007008308
1331,400,.013282939
1332,400,.013743627
1335,400,.009937871
1330,400,.014614393
1257,200,.066376460
1324,400,.018794699
1286,200,.045990646
1270,200,.057595882
1289,200,.044892085
1340,400,.007240210
1341,400,.007625624
1272,200,.056071050
1338,400,.010089600
1327,400,.020653170
1325,400,.021366372
1343,400,.009033137
1288,200,.067117792
1264,200,.082480418
1305,200,.054857852
1281,200,.073034741
1356,400,.018678766
1349,400,.024099540
1357,400,.019712968
1346,400,.023484486
1348,400,.022893095
1321,200,.044798814
1273,200,.079293070
1347,400,.024817968
1371,400,.012949472
1354,400,.019671169
1359,400,.020143791
1304,200,.059403898
1365,400,.014609405
1364,400,.013855824
1351,400,.021935075
1367,400,.013033443
1294,200,.068247615
1363,400,.017211553
1355,400,.023304551
1318,200,.053599672
1370,400,.013767544
1362,400,.016930135
1337,200,.047196312
1313,200,.065067508
1379,400,.009115032
1302,200,.074215520
1373,400,.015878247
1386,400,.005337254
1381,400,.009012982
1378,400,.012278874
1372,400,.015647283
1380,400,.013130354
1388,400,.006469243
1329,200,.061208027
1375,400,.018934340
1383,400,.011181678
1387,400,.008680486
1399,400,.005206089
1391,400,.008639741
1396,400,.008027914
1326,200,.068563872
1336,200,.060849038
1328,200,.066843558
1389,400,.012583264
1352,200,.049295263
1310,200,.080747609
1394,400,.012130396
1404,400,.006442499
1402,400,.007295572
1334,200,.067883128
1395,400,.013562834
1358,200,.052037998
1368,200,.046069843
1397,400,.015465846
1296,200,.097651494
1403,400,.011218469
1405,400,.010369578
1412,400,.004868728
1411,400,.006853885
1312,200,.087210255
1413,400,.007128686
1320,200,.085004707
1407,400,.012428293
1410,400,.011089214
1419,400,.007884747
1420,400,.006401369
1418,400,.008526319
1426,400,.004912373
1423,400,.006126034
1353,200,.062667322
1415,400,.011778580
1421,400,.008949145
1428,400,.007446061
1429,400,.007827909
1427,400,.007876315
1431,400,.007061892
1439,400,.005543456
1360,200,.063692291
1436,400,.008725799
1442,400,.004798109
1444,400,.004519824
1437,400,.008793804
1435,400,.008756284
1445,400,.005992105
1443,400,.007278006
1434,400,.012502207
1447,400,.006094346
1366,200,.066637804
1452,400,.005470382
1450,400,.006980959
1350,200,.082838714
1376,200,.053007312
1374,200,.056367484
1453,400,.006706095
1451,400,.006803579
1344,200,.087630330
1390,200,.045544377
1385,200,.047471619
1345,200,.089186591
1408,200,.038250198
1369,200,.075742548
1342,200,.093110098
1459,400,.007622153
1401,200,.045854276
1458,400,.008474281
1460,400,.007138175
1384,200,.054164893
1382,200,.054507232
1461,400,.008390842
1377,200,.060101438
1393,200,.051715136
1400,200,.043098532
1361,200,.086004841
1455,400,.013637885
1398,200,.051125670
1409,200,.043606831
1417,200,.038212403
1406,200,.046372814
1392,200,.054533628
1463,400,.010757708
1466,400,.008836311
1414,200,.042705391
1416,200,.041398398
1430,200,.035663032
1425,200,.039548855
1432,200,.038012455
1476,400,.009981276
1422,200,.042635039
1433,200,.036584344
1469,400,.012967862
1479,400,.007724414
1474,400,.009721230
1424,200,.043180228
1438,200,.038498548
1467,400,.016565573
1475,400,.012916570
1483,400,.010482181
1468,400,.019924559
1484,400,.011166308
1490,400,.008031232
1493,400,.005511239
1440,200,.040174327
1499,400,.006406319
1477,400,.014373148
1487,400,.009944467
1495,400,.008191784
1482,400,.013115025
1485,400,.012696661
1500,400,.006077228
1471,400,.020160773
1491,400,.010120192
1492,400,.011400381
1498,400,.010705051
1507,400,.009422272
1506,400,.011525556
1441,200,.048795232
1449,200,.045757125
1501,400,.014466665
1446,200,.048949015
1503,400,.010522030
1514,400,.008238563
1517,400,.007220644
1448,200,.047965369
1508,400,.012857654
1519,400,.007802458
1523,400,.006280867
1516,400,.009754386
1511,400,.012182413
1525,400,.005603336
1524,400,.005890535
